decision_date,week_ending,cushing_mbbl,inv_z,state,price_date,F2,F3,spread,price_identity,relationship,release_date,report_id,source_url,sha256,knowledge_cutoff,inv_reference_n,inv_reference_mean,inv_reference_std,year,period_index,season_sin,season_cos,fitted_D1,fitted_D2,adjusted_spread,fitted_D1_no_year_fe,fitted_D2_no_year_fe
2015-03-18,2015-03-13,54.403,1.775820019451975,High,2015-03-17,45.19,47.06,-1.8700000000000045,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-03-18,2015_03_18,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_03_18/csv/table9.csv,294a7b5b716a35cdf65d759f43ea25b65a83f4e2dd2578762304618e1d61fb69,2015-03-19T03:59:59+00:00,24,39.403333333333336,8.44661424151284,2015,10,0.9444892287836613,0.32854238191083485,-0.9987322944465071,-1.0191667942784823,-1.2101212403737267,-0.5343468013722764,-0.8588899003809648
2015-03-25,2015-03-20,56.314,1.9372674110185852,High,2015-03-24,49.13,50.46,-1.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-03-25,2015_03_25,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_03_25/csv/table9.csv,4ac8532ffb0333e0a95e20f8104532e0013feb5c8ec819253b54766e8a66b62c,2015-03-26T03:59:59+00:00,24,39.42245833333333,8.719261765615185,2015,11,0.9770638564833508,0.21294651993841582,-1.0085408404960428,-1.01062450933407,-0.6852013119223489,-0.552042064839196,-0.8516478551678976
2015-04-01,2015-03-27,58.943,2.1521580201607975,High,2015-03-31,49.34,50.78,-1.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-04-01,2015_04_01,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_04_01/csv/table9.csv,4f194b812d6a6183f4dcb9ab3645c3fedf32dda6ff5e03202ce7df3ed36107e2,2015-04-02T03:59:59+00:00,24,39.413500000000006,9.074380141724378,2015,12,0.9955457941960382,0.09427922177542453,-1.0235719532649874,-1.0021205742805928,-0.8124072082288946,-0.576806512698097,-0.8477917085466689
2015-04-08,2015-04-03,60.175,2.221885402783906,High,2015-04-07,55.23,56.09,-0.8600000000000065,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-04-08,2015_04_08,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_04_08/csv/table9.csv,e473bfde0bbc67a20299eed4e7dd74372f80d2dbdfd13822726566fcd5d887be,2015-04-09T03:59:59+00:00,24,39.373583333333336,9.362056495174583,2015,13,0.9996684675143132,-0.025747913654988314,-1.0167709367687283,-0.98586062196666,-0.25149075988152425,-0.5760019440774629,-0.8276012123978727
2015-04-15,2015-04-10,61.462,2.266730637709546,High,2015-04-14,54.87,56.04,-1.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-04-15,2015_04_15,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_04_15/csv/table9.csv,185909f3197841d722ca01e0d35a5bfaf38ab04a05958498d2e38f590ac6295a,2015-04-16T03:59:59+00:00,24,39.31133333333333,9.772077148544287,2015,14,0.9893724130196829,-0.14540367380368988,-1.004885328741451,-0.9669906674602395,-0.5821767150883217,-0.5696661565425295,-0.8036359529914339
2015-04-22,2015-04-17,62.2,2.234541176339771,High,2015-04-21,56.61,57.88,-1.2700000000000031,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-04-22,2015_04_22,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_04_22/csv/table9.csv,ac270fb82e4341de6330479bff415bb0264f0d71ee2440a97939fe92fe055968,2015-04-23T03:59:59+00:00,24,39.350500000000004,10.225589146416178,2015,15,0.9648061359537646,-0.26296220265651454,-0.9810161987020196,-0.943697165623794,-0.7041667097742462,-0.549386199163396,-0.771031700680242
2015-04-29,2015-04-24,61.686,2.083511376781147,High,2015-04-28,58.53,59.32,-0.7899999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-04-29,2015_04_29,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_04_29/csv/table9.csv,317833dc52bda1b3dcc2e41aa46f13f2a766e05bb55cae817233fa9c9621b460,2015-04-30T03:59:59+00:00,24,39.461958333333335,10.666628420815718,2015,16,0.926323968251495,-0.376727893635185,-0.9397052891906812,-0.9146043764974676,-0.24714357103818274,-0.5084752075611899,-0.7259830471277098
2015-05-06,2015-05-01,61.674,1.9815597015026367,High,2015-05-05,61.5,62.11,-0.6099999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-05-06,2015_05_06,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_05_06/csv/table9.csv,e34d4a206010b42783bce8863c53632a12ffd3679d2c9c327c47ea902c97b744,2015-05-07T03:59:59+00:00,24,39.558625,11.160589803693368,2015,17,0.8744809578310397,-0.4850598461951961,-0.904300143392753,-0.8868435386596333,-0.09077589189940083,-0.474889331902388,-0.6859046475396449
2015-05-13,2015-05-08,60.684,1.8110848751869313,High,2015-05-12,61.74,62.25,-0.509999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-05-13,2015_05_13,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_05_13/csv/table9.csv,a325882a0077266821b2a4f2846e7eddd75777936ecce04dff5fb5e28afcc97a,2015-05-14T03:59:59+00:00,24,39.59675,11.643435539056929,2015,18,0.8100248628547753,-0.5863955333706956,-0.8589660472255888,-0.8559932680621549,-0.014722811349312082,-0.42945253652662735,-0.6393302573503818
2015-05-20,2015-05-15,60.443,1.7415593800603943,High,2015-05-19,57.99,58.47,-0.4799999999999969,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-05-20,2015_05_20,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_05_20/csv/table9.csv,a090f245e3269768e70c926b256995f0d49e828e6ff26286ee96ff641957a5ef,2015-05-21T03:59:59+00:00,24,39.54170833333333,12.001480917602617,2015,19,0.7338853664321991,-0.6792733388972931,-0.8272833973896343,-0.8292617247114944,-0.008638930763548158,-0.4003965316842887,-0.6038253604516096
2015-05-28,2015-05-22,60.01,1.6709882819095114,High,2015-05-27,57.86,58.04,-0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-05-28,2015_05_28,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_05_28/csv/table9.csv,702ad44c69661bf9d23669bec21c28d71b1157b0e277f22d16dea7c9fb645a62,2015-05-29T03:59:59+00:00,24,39.49154166666667,12.279235321678012,2015,20,0.6471606673266062,-0.7623536388483902,-0.7955703255778465,-0.8028635942470572,0.26782070423764515,-0.37113400021021636,-0.5694836632584609
2015-06-03,2015-05-29,59.027,1.5557226477100994,High,2015-06-02,61.52,61.68,-0.1599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-06-03,2015_06_03,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_06_03/csv/table9.csv,61cccc3c1f2c2cb7ba1216c198e514ea665a70b2c0399a78a0a7a3aeed436c81,2015-06-04T03:59:59+00:00,24,39.50479166666667,12.548643141544849,2015,21,0.5511016400746,-0.8344381237138473,-0.7581526825340575,-0.775370854707193,0.2649956283365891,-0.33471187713528766,-0.5322823680227584
2015-06-10,2015-06-05,58.003,1.4377823929780593,High,2015-06-09,60.61,60.98,-0.36999999999999744,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-06-10,2015_06_10,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_06_10/csv/table9.csv,3774d8cfe5636ef01ac1c715858ebfa22574b198ccc0b9929c3d625ea9487137,2015-06-11T03:59:59+00:00,24,39.52395833333333,12.852460676188471,2015,22,0.44709379298511426,-0.8944870822287955,-0.7211101544518823,-0.7488143136324268,0.033215059236363365,-0.2983190809459697,-0.49684026670363435
2015-06-17,2015-06-12,58.115,1.4469712413379132,High,2015-06-16,60.45,60.84,-0.39000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-06-17,2015_06_17,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_06_17/csv/table9.csv,0e340c8c66910db50074236c1453ee792ed6d3a1cdbfb163641643e7032b9c9d,2015-06-18T03:59:59+00:00,24,39.373041666666666,12.952543767216795,2015,23,0.3366372842469106,-0.9416343976591258,-0.702562098021222,-0.7287645045441844,-0.007206850813887833,-0.2836321060132784,-0.4766263590869116
2015-06-24,2015-06-19,56.245,1.3230342407056905,High,2015-06-23,61.33,61.62,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-06-24,2015_06_24,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_06_24/csv/table9.csv,3eff3b14071d3d69d6b9594795fa271d7ca1190a6b7c099f9144b6af797da0aa,2015-06-25T03:59:59+00:00,24,39.058625,12.990121095303621,2015,24,0.22132528438243243,-0.9752000402445825,-0.6670681681226973,-0.7049769999091386,0.0740244538030323,-0.24791283994562086,-0.44562036911897973
2015-07-01,2015-06-26,56.368,1.3650908728919224,High,2015-06-30,59.83,60.1,-0.2700000000000031,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-07-01,2015_07_01,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_07_01/csv/table9.csv,3c6f6e25d28435f668ba7c897c5850d1189697e06f5a9bbbe9a98ab71818086a,2015-07-02T03:59:59+00:00,24,38.65375,12.976608628605549,2015,25,0.10282099713736025,-0.9946998756145891,-0.6559560516914551,-0.6898353063258645,0.07717968354655746,-0.24077024652844323,-0.43434514452574746
2015-07-08,2015-07-03,56.667,1.4397901016721395,High,2015-07-07,52.71,53.03,-0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-07-08,2015_07_08,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_07_08/csv/table9.csv,5f9d492bf3802c1dcadd2ca322e960b80f4314cd7f106306af6b23d44e08dffa,2015-07-09T03:59:59+00:00,24,38.06829166666666,12.917652588202422,2015,26,-0.017166329754707124,-0.9998526477050269,-0.651163752774228,-0.6781823553657742,0.012501799123465884,-0.24038933317195493,-0.4295359851392825
2015-07-15,2015-07-10,57.105,1.536842874084525,High,2015-07-14,53.48,53.88,-0.4000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-07-15,2015_07_15,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_07_15/csv/table9.csv,c78922cb83ef329ce454c98ec0a49e4594cb33b74b6cd11cd6a8f48aadf9dded,2015-07-16T03:59:59+00:00,24,37.41504166666667,12.811952780184084,2015,27,-0.13690605792347504,-0.990584035457797,-0.6514958822015476,-0.6698132000633799,-0.07979749285827392,-0.24525462180270585,-0.43033048384922906
2015-07-22,2015-07-17,57.918,1.667798703678154,High,2015-07-21,50.86,51.3,-0.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-07-22,2015_07_22,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_07_22/csv/table9.csv,2e35f64f2c6ccf48c8f06dcfa1b9017144dd7226e806f03a4358e1f9c1f9878d,2015-07-23T03:59:59+00:00,24,36.762625,12.684609331656183,2015,28,-0.254671120241229,-0.9670277247913203,-0.6587252507462481,-0.6653729351013074,-0.1295407934417469,-0.25743406255896367,-0.43802703082639294
2015-07-29,2015-07-24,57.706,1.7393442393136742,High,2015-07-28,48.41,49.03,-0.6200000000000045,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-07-29,2015_07_29,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_07_29/csv/table9.csv,9a27a18722aa2d049978cd734d7b17b23540479b1932c29ea45d3177aa8b011c,2015-07-30T03:59:59+00:00,24,36.108916666666666,12.41679642544785,2015,29,-0.36876293119226006,-0.9295234803804003,-0.6601974378187091,-0.6612233836638721,-0.3165875700367497,-0.26165648463025887,-0.4432668679750206
2015-08-05,2015-07-31,57.164,1.815210992740705,High,2015-08-04,46.13,46.72,-0.5899999999999963,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-08-05,2015_08_05,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_08_05/csv/table9.csv,cbeb7754b1f3b9a709c2f4483fa4485334bf7efe242193d812c473a569bfa363,2015-08-06T03:59:59+00:00,24,35.454874999999994,11.959560121009615,2015,30,-0.4775358864374881,-0.8786122450571483,-0.6647815043959565,-0.6600469824968018,-0.29083618339285755,-0.26855436232142205,-0.4525253531820812
2015-08-12,2015-08-07,57.113,1.9094364584037544,High,2015-08-11,43.87,44.83,-0.9600000000000009,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-08-12,2015_08_12,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_08_12/csv/table9.csv,75ba72b910b68ce7c34b2368133b37725cf5e3cd449311dec25864e496b053c8,2015-08-13T03:59:59+00:00,24,34.841625,11.663847153425762,2015,31,-0.5794210982045637,-0.8150283375168114,-0.6744885193025989,-0.6624734576348028,-0.6622253535942515,-0.2805266749981503,-0.4671995501745111
2015-08-19,2015-08-14,57.439,2.0480944522430318,High,2015-08-18,43.12,44.09,-0.970000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-08-19,2015_08_19,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_08_19/csv/table9.csv,b03a05d7a6597bcbdc036b3f883a8d4fd5c4cf288172a4190c173d6c5d3b9d9c,2015-08-20T03:59:59+00:00,24,34.25516666666667,11.319709063194262,2015,32,-0.6729490241558326,-0.7396888608649671,-0.692944276110621,-0.6695787008431644,-0.6707350439310794,-0.3019303023605729,-0.4898526884881168
2015-08-26,2015-08-21,57.695,2.1890403549741078,High,2015-08-25,39.95,40.64,-0.6899999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-08-26,2015_08_26,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_08_26/csv/table9.csv,fe5d1b1b70683dc7d3a46358ab17eef0dd554f85700746d1b423a329afc06d22,2015-08-27T03:59:59+00:00,24,33.74433333333334,10.941171830041458,2015,33,-0.7567706633464625,-0.653680474772006,-0.7143717830880734,-0.6796345769292094,-0.3863867498991727,-0.3258280645333652,-0.5160973262293918
2015-09-02,2015-08-28,57.307,2.2556300312505977,High,2015-09-01,46.02,46.69,-0.6699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-09-02,2015_09_02,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_09_02/csv/table9.csv,e325c311829f1b18519b2eab1bb7e82ef759652df4d8e74b5989466a24ddaf13,2015-09-03T03:59:59+00:00,24,33.396375,10.600419691496633,2015,34,-0.8296770135526185,-0.5582437220268655,-0.7282198515801525,-0.6894746760848964,-0.3592431891595886,-0.33955589016943766,-0.5380078718390612
2015-09-10,2015-09-04,56.41,2.2448503155201536,High,2015-09-09,44.8,45.48,-0.6799999999999997,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-09-10,2015_09_10,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_09_10/csv/table9.csv,f8f2cf5ce22905a9582c721dd4da7d013137d0962f56ef22b2b6dcb45ce9e68f,2015-09-11T03:59:59+00:00,24,33.18820833333333,10.344472193143067,2015,35,-0.8906165093267404,-0.45475513555610575,-0.7340069616540263,-0.6988739454299837,-0.3594073969297706,-0.34257684412785006,-0.555060663320279
2015-09-16,2015-09-11,54.504,2.116174816051359,High,2015-09-15,45.0,45.53,-0.5300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-09-16,2015_09_16,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_09_16/csv/table9.csv,62bfd25d3c25d582ab2d9f25be6ffa6576b8420903c3da744815cb9433686b00,2015-09-17T03:59:59+00:00,24,32.921625,10.198767529173828,2015,36,-0.9387101892619443,-0.3447073839879337,-0.7260651062393528,-0.7060494084922446,-0.19702123985409442,-0.32813019162531765,-0.5628946978721218
2015-09-23,2015-09-18,54.042,2.11250368225224,High,2015-09-22,46.36,46.92,-0.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-09-23,2015_09_23,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_09_23/csv/table9.csv,36c2474fb923413af8900f21ae6fcc9250856985ed6c22f2d58e5aecdc623e61,2015-09-24T03:59:59+00:00,24,32.66470833333333,10.119410368968131,2015,37,-0.9732643737003823,-0.2296877421317963,-0.7375977770189026,-0.7206586165743997,-0.21226336978897958,-0.33622416592402193,-0.5857790179215971
2015-09-30,2015-09-25,52.974,2.0375311033981567,High,2015-09-29,45.64,46.2,-0.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-09-30,2015_09_30,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_09_30/csv/table9.csv,8f28ee499d31a837d22f133b5ae4553c66bc1dc56239d5bbd8421b9f0bbc29cf,2015-10-01T03:59:59+00:00,24,32.49533333333333,10.050725916533361,2015,38,-0.9937806700284985,-0.11135519690480865,-0.7414838092057399,-0.7345393366162476,-0.19534664701609028,-0.33432036944838167,-0.603521523531405
2015-10-07,2015-10-02,53.072,2.0714543752079924,High,2015-10-06,49.02,49.71,-0.6899999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-10-07,2015_10_07,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_10_07/csv/table9.csv,c9c57e0ef6cbffa23d043ef4f98786e6b6c8d865627392696ee14b9c139b6c88,2015-10-08T03:59:59+00:00,24,32.50941666666666,9.92664071168291,2015,39,-0.9999631612477099,0.008583481082087254,-0.762254994432991,-0.7547446311125854,-0.30651507005000617,-0.3520208760400894,-0.6339841908620936
2015-10-15,2015-10-09,54.197,2.1883883849087895,High,2015-10-14,47.16,47.96,-0.8000000000000043,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-10-15,2015_10_15,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_10_15/csv/table9.csv,472de1f3d416442f69a055b0dd3331c59c5ceaadd716d62b6a64125eecfc2c9b,2015-10-16T03:59:59+00:00,24,32.581875,9.877188687830158,2015,40,-0.9917226741361016,0.1283983551465503,-0.7961255702333954,-0.7799546690803323,-0.3960402563233072,-0.3848771673148038,-0.6741588102841675
2015-10-21,2015-10-16,54.119,2.164660397184815,High,2015-10-20,46.29,47.0,-0.7100000000000009,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-10-21,2015_10_21,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_10_21/csv/table9.csv,91b743fd7537eb5660a04fbd592f9140b894f8eceed216caee842fcb435957d8,2015-10-22T03:59:59+00:00,24,32.88775,9.808120492069646,2015,41,-0.9691780654392538,0.24636127429331414,-0.8121342254257538,-0.8008165397811863,-0.2842175245098514,-0.3957622381626908,-0.7010116418191643
2015-10-28,2015-10-23,53.334,2.031484831774558,High,2015-10-27,44.12,44.91,-0.7899999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-10-28,2015_10_28,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_10_28/csv/table9.csv,46370703589505464369598ee214b0d9575c251a5006ce02e724ccb5e2eb9a30,2015-10-29T03:59:59+00:00,24,33.36975,9.827417703414834,2015,42,-0.9326545075388223,0.3607707992167836,-0.8142879861543002,-0.8182795058254748,-0.3413616349930947,-0.38961652816390263,-0.7172781475860984
2015-11-04,2015-10-30,53.122,1.950265584298149,High,2015-11-03,48.8,49.62,-0.8200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-11-04,2015_11_04,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_11_04/csv/table9.csv,f1f2a53ca0ef39a65f6b5e69393fe2d4135226ecf0176caf8d26f4c3d901e114,2015-11-05T04:59:59+00:00,24,33.94866666666667,9.83113966000345,2015,43,-0.8826787983255476,0.46997674302731957,-0.8244485568858455,-0.8385499303123611,-0.3478022499166129,-0.39286162185141926,-0.7388556919782602
2015-11-12,2015-11-06,55.359,2.145143036075719,High,2015-11-10,45.44,46.36,-0.9200000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only,2015-11-12,2015_11_12,https://www.eia.gov/petroleum/supply/weekly/archive/2015/2015_11_12/csv/table9.csv,89ae21746666f2e82dcd407c1e7820f7f7a2a81d267a11c684a904dda6cdc7d9,2015-11-13T04:59:59+00:00,24,34.54866666666667,9.70114019594858,2015,44,-0.8199717629247775,0.5724039727378144,-0.8730770743836647,-0.8703645335387182,-0.42387917829898847,-0.44226608647133575,-0.7879867417559063
